,CWR,EW,UCB,PSR,PSR-UCB,PW-UCB
1985-06-25,0.003962499999999869,0.003972614862685964,0.003156660579430204,0.003156660579430204,0.003156660579430204,0.003156660579430204
1985-06-26,0.0020020833333331822,0.0020101563918710763,-0.0063931587015343405,-0.0063931587015343405,-0.0063931587015343405,-0.0063931587015343405
1985-06-27,0.0061270833333331165,0.006152641775962531,0.000976283699310132,0.006190244478794682,0.000976283699310132,0.000976283699310132
1985-06-28,0.003135416666666613,0.0031227889774918527,-0.0005090171382702291,-0.0005090171382703401,-0.0005090171382702291,-0.0005090171382702291
1985-07-01,0.0026854166666667734,0.0027074250427201463,0.0010568092443072885,0.0010568092443072885,0.0010568092443072885,0.0010568092443072885
1985-07-02,0.0008208333333332707,0.0008385088706885924,0.004958438074418758,0.004958438074418758,0.004958438074418758,0.004958438074418758
1985-07-03,-0.0011499999999999844,-0.0011236820559517025,0.002876469386841496,0.002876469386841496,0.002876469386841496,0.002876469386841496
1985-07-05,0.005800000000000027,0.005797009378367468,0.005926448089481839,0.005926448089481839,0.005926448089481839,0.005926448089481839
1985-07-08,-0.0026479166666667497,-0.002723013705324129,0.0013686741231919708,-0.004908758277088365,0.0013686741231919708,0.0013686741231919708
1985-07-09,-0.003897916666666612,-0.00393823735604415,-0.00752450574305219,-0.007524505743052079,-0.00752450574305219,-0.00752450574305219
1985-07-10,0.006445833333333262,0.006435243552091796,-0.0011348132866447758,-0.0011348132866446647,-0.0011348132866447758,-0.0011348132866447758
1985-07-11,0.0057354166666663264,0.0057644115930755024,-0.009000991601145203,-0.009000991601145203,-0.009000991601145203,-0.009000991601145203
1985-07-12,0.002739583333333684,0.0027617940684760978,0.0016042323176108653,0.0016042323176108653,0.0016042323176108653,0.0016042323176108653
1985-07-15,0.00015000000000031655,0.00017745780700217928,-0.0031188051620393287,-0.0031188051620393287,-0.0031188051620393287,-0.0031188051620393287
1985-07-16,0.011627083333333399,0.011624887348828716,0.006616255742233346,0.006616255742233346,0.006616255742233346,0.006616255742233346
1985-07-17,0.005170833333333125,0.005178574737402908,0.006194581802276611,0.006194581802276611,0.006194581802276611,0.006194581802276611
1985-07-18,-0.003362499999999824,-0.0034197828504838323,-0.007624106716776602,-0.007624106716776713,-0.007624106716776602,-0.007624106716776602
1985-07-19,0.004972916666666771,0.004968257049854374,-0.0006997058695241698,-0.0006997058695239478,-0.0006997058695241698,-0.0006997058695241698
1985-07-22,-0.0017729166666669016,-0.0017311425687017712,-0.01462202588309558,-0.01462202588309558,-0.01462202588309558,-0.01462202588309558
1985-07-23,-0.0051395833333333085,-0.00501922544290756,-0.030602225480070633,-0.030602225480070633,-0.030602225480070633,-0.030602225480070633
1985-07-24,-0.0072145833333332465,-0.0072360983926093025,0.009478873047588099,0.009478873047588099,0.009478873047588099,0.009478873047588099
1985-07-25,0.00038541666666680463,0.00042615721099270587,0.0020693038930927887,-0.0037138217434473653,0.0020693038930927887,0.0020693038930927887
1985-07-26,0.00193124999999994,0.002004487969301083,0.0011604576330435101,0.017721914004781514,0.0011604576330435101,0.0011604576330435101
1985-07-29,-0.012274999999999703,-0.012216979319854548,-0.01035293012486771,-0.006113235703917974,-0.01035293012486771,-0.01035293012486771
1985-07-30,-0.0008812500000002776,-0.0009593704314392326,-0.0034054709376625247,0.00677533963826793,-0.0034054709376625247,-0.0034054709376625247
1985-07-31,0.006797916666666515,0.00676960990011044,0.003911276303381506,0.003911276303381506,0.003911276303381506,0.003911276303381506
1985-08-01,0.007960416666666914,0.007876625212834165,-0.002022640004741616,-0.002022640004741616,-0.002022640004741616,-0.002022640004741616
1985-08-02,-0.0018291666666664375,-0.0018303442117412194,-0.00035439186547359114,-0.00035439186547359114,-0.00035439186547359114,-0.00035439186547359114
1985-08-05,-0.005954166666666705,-0.0059961142715798665,-0.004781241888357712,-0.004781241888357712,-0.004781241888357712,-0.004781241888357712
1985-08-06,-0.011791666666666867,-0.011841702952061106,-0.014665447138776155,-0.014665447138776155,-0.014665447138776155,-0.014665447138776155
1985-08-07,-0.0027166666666663675,-0.002718673683601347,-0.0011722371936260245,-0.0013383518508520709,-0.0011722371936260245,-0.0011722371936260245
1985-08-08,0.006093750000000009,0.006000117023327034,0.004552219468346053,0.0032654745918931916,0.004552219468346053,0.004552219468346053
1985-08-09,-0.0012208333333328936,-0.001174062966224687,-0.0077345605260567,0.002736939183040743,-0.0077345605260567,-0.0077345605260567
1985-08-12,-0.003683333333333483,-0.0036959506928564423,-0.002812697415589316,-0.0010980075172913883,-0.002812697415589316,-0.002812697415589316
1985-08-13,-0.0016854166666665504,-0.0016589195964523684,0.002476392799215077,-0.0030020598697381162,0.002476392799215077,0.002476392799215077
1985-08-14,0.0019770833333334625,0.0020221130924442665,0.010812822597865868,-0.005214164396039944,0.010812822597865868,0.010812822597865868
