,EW,UCB,PSR,PSR-UCB,PW-UCB
0,0.0009687499999995186,0.005462174618777738,0.005462174618777738,0.005462174618777738,0.005462174618777738
1,0.003962499999999869,0.003156660579430204,0.003156660579430204,0.003156660579430204,0.003156660579430204
2,0.0020020833333331822,-0.0063931587015344515,-0.0063931587015344515,-0.0063931587015344515,-0.0063931587015344515
3,0.0061270833333331165,0.000976283699310132,0.006190244478794682,0.000976283699310132,0.000976283699310132
4,0.003135416666666613,-0.0005090171382703401,-0.0005090171382703401,-0.0005090171382703401,-0.0005090171382703401
5,0.0026854166666667734,0.0010568092443072885,0.0010568092443072885,0.0010568092443072885,0.0010568092443072885
6,0.0008208333333332707,0.004958438074418758,0.004958438074418758,0.004958438074418758,0.004958438074418758
7,-0.0011500000000000954,0.002876469386841496,0.002876469386841496,0.002876469386841496,0.002876469386841496
8,0.005800000000000027,0.005926448089481839,0.005926448089481839,0.005926448089481839,0.005926448089481839
9,-0.0026479166666667497,0.0013686741231919708,-0.004908758277088365,0.0013686741231919708,0.0013686741231919708
10,-0.003897916666666723,-0.007524505743052079,-0.007524505743052079,-0.007524505743052079,-0.007524505743052079
11,0.006445833333333262,-0.0011348132866447758,-0.0011348132866447758,-0.0011348132866447758,-0.0011348132866447758
12,0.0057354166666663264,-0.009000991601145203,-0.009000991601145203,-0.009000991601145203,-0.009000991601145203
13,0.002739583333333684,0.0016042323176108653,0.0016042323176108653,0.0016042323176108653,0.0016042323176108653
14,0.00015000000000031655,-0.0031188051620393287,-0.0031188051620393287,-0.0031188051620393287,-0.0031188051620393287
15,0.011627083333333399,0.006616255742233346,0.006616255742233346,0.006616255742233346,0.006616255742233346
16,0.005170833333333125,0.006194581802276611,0.006194581802276611,0.006194581802276611,0.006194581802276611
17,-0.003362499999999824,-0.007624106716776602,-0.007624106716776602,-0.007624106716776602,-0.007624106716776602
18,0.004972916666666771,-0.0006997058695240588,-0.0006997058695240588,-0.0006997058695240588,-0.0006997058695240588
19,-0.0017729166666669016,-0.01462202588309558,-0.01462202588309558,-0.01462202588309558,-0.01462202588309558
20,-0.0051395833333333085,-0.030602225480070633,-0.030602225480070633,-0.030602225480070633,-0.030602225480070633
21,-0.0072145833333333576,0.009478873047588099,0.009478873047588099,0.009478873047588099,0.009478873047588099
22,0.00038541666666680463,0.0020693038930927887,-0.0037138217434473653,0.0020693038930927887,0.0020693038930927887
23,0.00193124999999994,0.0011604576330435101,0.017721914004781514,0.0011604576330435101,0.0011604576330435101
24,-0.012274999999999814,-0.01035293012486771,-0.006113235703917974,-0.01035293012486771,-0.01035293012486771
25,-0.0008812500000002776,-0.0034054709376625247,0.00677533963826793,-0.0034054709376625247,-0.0034054709376625247
26,0.006797916666666515,0.003911276303381506,0.003911276303381506,0.003911276303381506,0.003911276303381506
27,0.007960416666666914,-0.002022640004741616,-0.002022640004741616,-0.002022640004741616,-0.002022640004741616
28,-0.0018291666666665485,-0.00035439186547359114,-0.00035439186547359114,-0.00035439186547359114,-0.00035439186547359114
29,-0.005954166666666594,-0.004781241888357712,-0.004781241888357712,-0.004781241888357712,-0.004781241888357712
30,-0.011791666666666978,-0.014665447138776155,-0.014665447138776155,-0.014665447138776155,-0.014665447138776155
31,-0.0027166666666663675,-0.0011722371936260245,-0.0013383518508520709,-0.0011722371936260245,-0.0011722371936260245
32,0.006093750000000009,0.004552219468346053,0.0032654745918931916,0.004552219468346053,0.004552219468346053
33,-0.0012208333333330046,-0.0077345605260567,0.002736939183040743,-0.0077345605260567,-0.0077345605260567
34,-0.0036833333333333718,-0.002812697415589316,-0.0010980075172913883,-0.002812697415589316,-0.002812697415589316
35,-0.0016854166666666615,0.002476392799215077,-0.0030020598697381162,0.002476392799215077,0.002476392799215077
36,0.0019770833333334625,0.010812822597865868,-0.005214164396039944,0.010812822597865868,0.010812822597865868
37,-0.0005312499999999831,5.706516846615273e-06,5.706516846615273e-06,5.706516846615273e-06,5.706516846615273e-06
38,-0.004889583333333558,-0.004076621480459952,-0.004076621480459952,-0.0062675992271647996,-0.0062675992271647996
39,-0.00014999999999998348,0.0013871896193653477,0.006237786291225733,-0.004995200348915763,-0.004995200348915763
40,0.0061354166666667265,0.0020303413124593828,-0.0007243887724444065,0.0020303413124593828,0.0020303413124593828
41,0.0051916666666667055,0.003966189454980729,0.004423900770127442,0.003966189454980729,0.003966189454980729
42,-0.007316666666666749,-0.006287877952678933,-0.008923980404815013,-0.006287877952678933,-0.006287877952678933
43,-0.0004770833333335167,-0.0015929679176523992,-0.0013365315388589316,-0.0013365315388589316,-0.0013365315388589316
44,0.0007666666666665822,0.0019121637678751746,0.0017406229163241527,0.0019121637678751746,0.0019121637678751746
45,0.0029854166666667403,0.0020145092156664823,0.00027303255946597993,0.0020145092156664823,0.0020145092156664823
46,0.003718750000000215,0.0016097803342007833,0.007966249181250662,0.0016097803342007833,0.0016097803342007833
47,0.0003604166666664188,0.002140812236010703,0.0016337860661792547,0.002140812236010703,0.002140812236010703
48,-0.0003124999999998268,0.001252647497653303,-0.00097589112239993,0.001252647497653303,0.001252647497653303
49,-0.005068750000000066,-0.0030321056394979617,-0.006833118752626044,-0.0038786227064480094,-0.0038786227064480094
50,-0.003893749999999918,-0.006644010276064982,6.102848226796631e-05,-0.003527254285730863,-0.003527254285730863
51,-0.0015687499999995635,-0.0009659980251499611,-0.001804650395498708,-0.0009659980251499611,-0.0009659980251499611
52,0.004710416666666717,0.0028386165500993155,0.0006812096544726032,0.0028386165500993155,0.0028386165500993155
53,0.0012020833333330483,0.0012115404752952585,0.003965823090737786,0.002225073767057939,0.002225073767057939
54,-0.007191666666666596,-0.004281763994049892,-0.012762483731849406,-0.00817419022999366,-0.00817419022999366
55,-0.010479166666666373,-0.010119391896759478,-0.010760372918899863,-0.011627667933046926,-0.011627667933046926
56,-0.007743750000000049,-0.0078316564039278,-0.010720023043085503,-0.0036045808698756954,-0.0036045808698756954
57,-0.006724999999999981,-0.006014113647883956,-0.008402544364844444,-0.006014113647883956,-0.006014113647883956
58,-0.001627083333333168,-0.0004922701020790843,7.718473721696206e-05,-0.004386339855398047,-0.004386339855398047
59,-0.00916041666666656,-0.00841454821833254,-0.008337495634267111,-0.008592966953612224,-0.008592966953612224
60,-0.0003458333333333785,0.0012900614624189455,0.005787710875445606,0.0012900614624189455,0.0012900614624189455
61,0.010095833333333415,0.0017565988189551796,0.008776446112379599,0.0017565988189551796,0.0017565988189551796
62,-0.0031687499999998314,-0.0006257491545982319,0.0006176628712535326,-0.0006257491545982319,-0.0006257491545982319
63,0.011095833333333083,0.011805813294865297,0.011805813294865297,0.011805813294865297,0.011805813294865297
64,-0.007324999999999804,-0.0009363569877607336,-0.0009363569877607336,-0.0009363569877607336,-0.0009363569877607336
65,-0.008779166666666227,-0.009123063521666808,-0.009123063521666808,-0.009123063521666808,-0.009123063521666808
66,-0.0014062500000001643,-0.002287543473764697,-0.0017758868611168488,-0.002287543473764697,-0.002287543473764697
67,0.0015229166666668181,0.005670655419122372,-0.004057884581164295,0.005670655419122372,0.005670655419122372
68,0.010781249999999742,0.0023455557286966577,0.009371752965132485,0.0023455557286966577,0.0023455557286966577
69,-0.005629166666666685,-0.009945823102268658,0.0063409808326746475,0.0063409808326746475,0.0063409808326746475
70,0.0019770833333334625,0.004064579207945673,0.0034608552177552987,0.004064579207945673,0.004064579207945673
71,-0.004593750000000063,0.005995625041496533,0.0020012928756223403,0.005995625041496533,0.005995625041496533
72,-0.006654166666666517,-0.0029055333209411227,-0.011293551017124814,-0.0029055333209411227,-0.0029055333209411227
73,-0.0032041666666667856,0.00012516883555613312,-0.002310036409311822,0.00012516883555613312,0.00012516883555613312
74,0.0030729166666665364,0.0019156230176158306,0.003235157419252843,0.0019156230176158306,0.0019156230176158306
75,0.002506249999999932,-0.0028073543474425033,-0.0030991412200378488,-0.0028073543474425033,-0.0028073543474425033
76,0.008010416666666798,0.010125395170026419,0.005844364692192405,0.010125395170026419,0.010125395170026419
77,0.010152083333333284,0.0055106155197339746,0.011643027821528928,0.0055106155197339746,0.0055106155197339746
78,-0.0009124999999997607,-0.0029254608304860596,-0.002084053491202331,-0.0029254608304860596,-0.0029254608304860596
79,0.006697916666666304,0.011069383009961742,0.010357869172477052,0.0052782964227806595,0.0052782964227806595
80,0.0020166666666665556,0.0008545027092616841,0.0019186662641184071,0.0008545027092616841,0.0008545027092616841
