Price,Close,Dividends,High,Low,Open,Stock Splits,Volume
Ticker,0002.HK,0002.HK,0002.HK,0002.HK,0002.HK,0002.HK,0002.HK
Date,,,,,,,
2000-02-22,10.887866020202637,0.0,10.988369143257353,10.58635601205522,10.720360389122597,0.0,3743800
2000-02-23,11.05536937713623,0.0,11.155872479516939,10.921364388651096,10.921364388651096,0.0,2925600
2000-02-24,11.05536937713623,0.0,11.05536937713623,10.921364388651096,11.05536937713623,0.0,2103897
2000-02-25,11.05536937713623,0.0,11.088869985274373,10.75385879202782,11.021868768998088,0.0,4026162
2000-02-28,10.98836612701416,0.0,11.155871712114884,10.820860541913438,11.055368616647689,0.0,3236000
2000-02-29,11.490887641906738,0.0,11.557890159293088,10.988370678459214,10.988370678459214,0.0,4806727
2000-03-01,10.954865455627441,0.0,11.59138590842158,10.954865455627441,11.59138590842158,0.0,2655624
2000-03-02,11.155874252319336,0.0,11.390382380451339,10.921366124187335,11.088871747429266,0.0,2717883
2000-03-03,11.088871955871582,0.0,11.323380088411733,10.988368835630519,11.189376354079155,0.0,1159382
2000-03-06,10.820860862731934,0.0,11.088869551245812,10.820860862731934,11.055368944418914,0.0,1429589
2000-03-07,11.189373970031738,0.0,11.256375183939259,10.75385841183543,10.820860903709189,0.0,2703566
2000-03-08,11.524384498596191,0.0,11.557885103652195,11.021867754959139,11.021867754959139,0.0,6176301
2000-03-09,11.658391952514648,0.0,11.792396971840452,11.155875046992753,11.524388211155422,0.0,6423842
2000-03-10,11.28987979888916,0.0,11.6248910613015,11.256377905867998,11.6248910613015,0.0,982005
2000-03-13,10.887866020202637,0.0,11.289879790388044,10.887866020202637,11.18937666733333,0.0,2346851
2000-03-14,10.820860862731934,0.0,11.055368944418914,10.787360255905037,10.988366452798887,0.0,2613386
2000-03-15,11.28987979888916,0.0,11.390382922019553,10.720360397194874,10.720360397194874,0.0,4124608
2000-03-16,11.591383934020996,0.0,11.72538888966065,11.289874700780732,11.289874700780732,0.0,6381644
2000-03-17,11.825891494750977,0.0,11.859393371304872,11.490880397007516,11.624885347291267,0.0,6165315
2000-03-20,11.390381813049316,0.0,11.725393042844885,11.390381813049316,11.6248899294995,0.0,1239390
2000-03-21,11.28987979888916,0.0,11.45738543009533,11.256377905867998,11.390382922019553,0.0,1070400
2000-03-22,11.32337760925293,0.0,11.42388070748968,11.25637511777302,11.356879493976,0.0,2154987
2000-03-23,11.55788516998291,0.0,11.624887658445612,11.323377099346544,11.323377099346544,0.0,2717297
2000-03-24,11.859394073486328,0.0,11.892894674057839,11.524382955907233,11.524382955907233,0.0,5223637
2000-03-27,11.725388526916504,0.0,11.892894077301024,11.725388526916504,11.892894077301024,0.0,1437347
2000-03-28,11.624885559082031,0.0,11.82589171020382,11.591383681917772,11.725388634642925,0.0,2179263
2000-03-29,11.792393684387207,0.0,11.825894290896155,11.5578856049259,11.725391193403087,0.0,2456318
2000-03-30,11.624885559082031,0.0,11.859393587368078,11.557883082719455,11.859393587368078,0.0,4182372
2000-03-31,11.658391952514648,0.0,11.758895078025711,11.557888827003584,11.557888827003584,0.0,1490720
2000-04-03,11.591383934020996,0.0,11.69188828973372,11.557883334094068,11.69188828973372,0.0,1739700
2000-04-04,11.591383934020996,0.0,11.591383934020996,11.591383934020996,11.591383934020996,0.0,0
2000-04-05,11.810730934143066,0.25,11.911965513267933,11.37204689975697,11.37204689975697,0.0,5000969
2000-04-06,11.911962509155273,0.0,11.979452640640488,11.810727955561045,11.810727955561045,0.0,5044348
2000-04-07,11.743239402770996,0.0,12.013198677736476,11.608260408921938,12.013198677736476,0.0,1271900
2000-04-10,11.608259201049805,0.0,11.810728314389593,11.540769067514132,11.810728314389593,0.0,1279580
2000-04-11,11.642004013061523,0.0,11.675748437322909,11.507023741481436,11.507023741481436,0.0,982324
2000-04-12,11.810730934143066,0.0,11.878221082648816,11.642006206512452,11.642006206512452,0.0,2667435
2000-04-13,11.574515342712402,0.0,11.743240059915987,11.439536341309996,11.709495631382245,0.0,1758098
2000-04-14,11.878222465515137,0.0,11.878222465515137,11.54077297096793,11.574517405515586,0.0,3846653
2000-04-17,11.540771484375,0.0,11.574515914575958,11.13583188562601,11.473281336705584,0.0,2736123
2000-04-18,11.574515342712402,0.0,11.810730204250907,11.574515342712402,11.675749915581067,0.0,3917494
2000-04-19,11.709492683410645,0.0,11.77698281075431,11.608258136028702,11.608258136028702,0.0,1274268
2000-04-20,11.642004013061523,0.0,11.810728708902994,11.642004013061523,11.709494148851565,0.0,2680500
2000-04-21,11.642004013061523,0.0,11.642004013061523,11.642004013061523,11.642004013061523,0.0,0
2000-04-24,11.642004013061523,0.0,11.642004013061523,11.642004013061523,11.642004013061523,0.0,0
2000-04-25,11.776989936828613,0.0,11.776989936828613,11.608265160010253,11.675754040923286,0.0,3666423
2000-04-26,11.642004013061523,0.0,11.878218844693038,11.608259588800138,11.878218844693038,0.0,4523800
2000-04-27,11.709492683410645,0.0,11.844471650830865,11.642002556066979,11.642002556066979,0.0,1362932
2000-04-28,11.776989936828613,0.0,11.81073437728513,11.709499768647692,11.743244209104207,0.0,2028891
2000-05-01,11.776989936828613,0.0,11.776989936828613,11.776989936828613,11.776989936828613,0.0,0
2000-05-02,11.574515342712402,0.0,11.911964777119572,11.507025198377482,11.844474632784651,0.0,2335196
2000-05-03,11.709492683410645,0.0,11.743237103448923,11.50702230137965,11.574512428723313,0.0,1409000
2000-05-04,11.743239402770996,0.0,11.810729543329206,11.642004835567361,11.675749262212785,0.0,2871542
2000-05-05,11.878222465515137,0.0,11.979457056425764,11.709497718241533,11.709497718241533,0.0,3165919
2000-05-08,11.878222465515137,0.0,11.878222465515137,11.878222465515137,11.878222465515137,0.0,0
2000-05-09,11.878222465515137,0.0,11.878222465515137,11.878222465515137,11.878222465515137,0.0,0
2000-05-10,11.878222465515137,0.0,11.878222465515137,11.878222465515137,11.878222465515137,0.0,0
2000-05-11,11.878222465515137,0.0,11.878222465515137,11.878222465515137,11.878222465515137,0.0,0
2000-05-12,12.148180961608887,0.0,12.316905697186789,11.70949690655986,11.91196607434631,0.0,5348517
2000-05-15,12.046948432922363,0.0,12.215673197284671,12.046948432922363,12.14818303408619,0.0,2658508
2000-05-16,12.485617637634277,0.0,12.48561763763428,12.013188347249722,12.080678429771266,0.0,2603419
2000-05-17,12.181929588317871,0.0,12.519379175664826,12.080694969567388,12.519379175664826,0.0,1596408
2000-05-18,11.642004013061523,0.0,12.046943540534508,11.57451387727148,12.01319782900585,0.0,3121300
2000-05-19,12.148180961608887,0.0,12.316905697186789,11.574516603190508,11.642006754875183,0.0,3268316
2000-05-22,12.485617637634277,0.0,12.553107720155824,12.013188347249722,12.013188347249722,0.0,5035563
2000-05-23,12.620609283447266,0.0,12.688098140096105,12.48562899561473,12.51937342393915,0.0,4892984
2000-05-24,12.553118705749512,0.0,12.58686313290787,12.451884137007053,12.451884137007053,0.0,3616254
2000-05-25,12.283159255981445,0.0,12.654353098634443,12.215669115335254,12.654353098634443,0.0,3280563
2000-05-26,12.721842765808105,0.0,12.721842765808105,12.283158798835547,12.384393362403474,0.0,4812818
2000-05-29,12.721842765808105,0.0,12.721842765808105,12.721842765808105,12.721842765808105,0.0,0
2000-05-30,12.721842765808105,0.0,12.721842765808105,12.721842765808105,12.721842765808105,0.0,0
2000-05-31,12.346675872802734,0.4,12.585424003978913,12.31256825345034,12.31256825345034,0.0,3392960
2000-06-01,12.448990821838379,0.0,12.517204730391637,12.312563004731862,12.448990821838377,0.0,2640335
2000-06-02,12.380776405334473,0.0,12.483096613430387,12.27845619723856,12.483096613430387,0.0,1985765
2000-06-05,12.312568664550781,0.0,12.517210484279932,12.21024840522255,12.517210484279932,0.0,2808477
2000-06-06,12.312568664550781,0.0,12.312568664550783,12.312568664550783,12.312568664550783,0.0,0
2000-06-07,12.41488265991211,0.0,12.551309155527033,12.244348564589536,12.41488265991211,0.0,2924116
2000-06-08,12.448990821838379,0.0,12.585418638944894,12.278456700991278,12.585418638944894,0.0,2806484
2000-06-09,12.619518280029297,0.0,12.72183843830174,12.41487796348441,12.41487796348441,0.0,2953132
2000-06-12,12.721840858459473,0.0,12.790054743975002,12.619520680722001,12.619520680722001,0.0,1577397
2000-06-13,12.551310539245605,0.0,12.653630747505057,12.551310539245604,12.585418142713447,0.0,1517451
2000-06-14,12.619518280029297,0.0,12.68773215256806,12.517198121756854,12.551304407490534,0.0,3262442
2000-06-15,12.653632164001465,0.0,12.72184607750124,12.619525857787668,12.72184607750124,0.0,1266940
2000-06-16,12.653632164001465,0.0,12.72184607750124,12.619525857787668,12.687739771287443,0.0,1441231
2000-06-19,12.653632164001465,0.0,12.687739771287443,12.585419551573873,12.619525857787668,0.0,1091000
2000-06-20,12.585419654846191,0.0,12.721846181893035,12.551312047280335,12.721846181893035,0.0,1836720
2000-06-21,12.551310539245605,0.0,12.687738350972898,12.551310539245604,12.687738350972898,0.0,1034872
2000-06-22,12.176137924194336,0.0,12.551312513860058,12.073817699837525,12.551312513860058,0.0,3961260
2000-06-23,12.244345664978027,0.0,12.380772128285486,12.10791790059898,12.10791790059898,0.0,902000
2000-06-26,12.380776405334473,0.0,12.448990311089094,12.27845619723856,12.27845619723856,0.0,1042698
2000-06-27,12.483094215393066,0.0,12.51720181225423,12.312560134302604,12.483094215393066,0.0,982864
2000-06-28,12.448990821838379,0.0,12.483097125578963,12.278456700991278,12.483097125578963,0.0,774311
2000-06-29,12.312568664550781,0.0,12.619530743608165,12.244356025713753,12.48310286378873,0.0,2859119
2000-06-30,12.380776405334473,0.0,12.551310519185009,12.210242291483938,12.210242291483938,0.0,1258667
2000-07-03,12.448990821838379,0.0,12.517204730391637,12.278456700991278,12.38077691328512,0.0,1458629
2000-07-04,12.312568664550781,0.0,12.48310286378873,12.312568664550783,12.448996544370216,0.0,1186500
2000-07-05,12.244345664978027,0.0,12.380772128285486,12.244345664978027,12.346665837726517,0.0,1764000
2000-07-06,12.107914924621582,0.0,12.24434265546836,12.039701059198194,12.24434265546836,0.0,4398300
2000-07-07,11.903285026550293,0.0,12.10792550049591,11.869177413511087,12.10792550049591,0.0,4396344
2000-07-10,11.903285026550293,0.0,12.039711575489903,11.835071101544285,11.937391338517093,0.0,2769058
2000-07-11,11.766851425170898,0.0,11.937385503796563,11.766851425170898,11.903279208500138,0.0,4344871
2000-07-12,11.869171142578125,0.0,11.93738503154415,11.800957253612102,11.869171142578125,0.0,3897800
2000-07-13,11.869171142578125,0.0,11.971491325491304,11.800957253612102,11.903278737596995,0.0,1617500
2000-07-14,11.869171142578125,0.0,11.93738503154415,11.800957253612102,11.800957253612102,0.0,1480942
2000-07-17,11.903285026550293,0.0,12.005605263523101,11.903285026550291,11.937391338517093,0.0,1313065
2000-07-18,11.800956726074219,0.0,11.903278205485037,11.732744141229215,11.835064319568378,0.0,1728390
2000-07-19,11.800956726074219,0.0,11.903278205485037,11.732744141229215,11.835064319568378,0.0,1728390
2000-07-20,11.869171142578125,0.0,11.903278737596995,11.766850959664948,11.800957253612102,0.0,1994229
2000-07-21,11.732745170593262,0.0,11.971491840640356,11.698637574106698,11.937385545225563,0.0,3208843
2000-07-24,11.766851425170898,0.0,11.835065316835518,11.698637533506279,11.732745129874472,0.0,2619400
2000-07-25,11.732745170593262,0.0,11.835065357909412,11.698637574106698,11.698637574106698,0.0,1490368
2000-07-26,11.835063934326172,0.0,11.903277818022408,11.766850050629937,11.835063934326172,0.0,3126471
2000-07-27,12.142030715942383,0.0,12.278458553633897,11.76685611389915,11.800962422785886,0.0,5824741
2000-07-28,12.107914924621582,0.0,12.278448937644422,11.971487193774804,12.142021206797644,0.0,3163100
2000-07-31,11.971491813659668,0.0,12.17613348890253,11.971491813659668,12.039705705407288,0.0,2424364
2000-08-01,11.903285026550293,0.0,12.142031812462712,11.903285026550291,12.039711575489903,0.0,1770545
2000-08-02,12.073811531066895,0.0,12.142024111738662,12.00559764932355,12.00559764932355,0.0,1434792
2000-08-03,12.073811531066895,0.0,12.210237993482007,12.00559764932355,12.210237993482007,0.0,1365709
2000-08-04,12.073811531066895,0.0,12.210237993482007,12.00559764932355,12.107917821402777,0.0,3607686
2000-08-07,12.005603790283203,0.0,12.107924014700021,11.971496181429433,12.107924014700021,0.0,2010558
2000-08-08,11.903285026550293,0.0,12.210245737468718,11.903285026550291,12.176139425501917,0.0,2334630
2000-08-09,11.903285026550293,0.0,12.039711575489903,11.903285026550291,11.937391338517093,0.0,1138919
2000-08-10,12.039708137512207,0.0,12.107922043039512,11.90328162752963,11.937387929757266,0.0,1175141
2000-08-11,12.073811531066895,0.0,12.073811531066895,11.971490057916087,12.039703939659432,0.0,615283
2000-08-14,12.039708137512207,0.0,12.107922043039512,11.971494231984902,12.073815740811876,0.0,716005
2000-08-15,11.971491813659668,0.0,12.10791959715491,11.971491813659668,12.073813301816983,0.0,1098516
2000-08-16,11.971491813659668,0.0,12.10791959715491,11.971491813659668,12.039705705407288,0.0,966800
2000-08-17,11.971491813659668,0.0,12.005599410069362,11.937385518321742,12.005599410069362,0.0,1818608
2000-08-18,11.937389373779297,0.0,12.039709593911539,11.937389373779297,12.039709593911539,0.0,1337900
2000-08-21,11.937389373779297,0.0,12.005603287558188,11.937389373779297,11.937389373779297,0.0,1552542
2000-08-22,11.869171142578125,0.0,11.971491325491304,11.869171142578125,11.971491325491304,0.0,2582200
2000-08-23,11.937389373779297,0.0,11.937389373779297,11.869175460000406,11.903283067425946,0.0,1431672
2000-08-24,12.176137924194336,0.0,12.176137924194336,11.903283558885425,11.937389866646948,0.0,3491998
2000-08-25,12.107914924621582,0.0,12.210235072221032,12.107914924621582,12.176128790044972,0.0,2201500
2000-08-28,12.142030715942383,0.0,12.142030715942383,12.107924407055648,12.142030715942383,0.0,1300859
2000-08-29,12.244345664978027,0.0,12.244345664978027,12.10791790059898,12.14202419115795,0.0,2179874
2000-08-30,12.27845287322998,0.0,12.312559166338058,12.176132692834068,12.210238985942144,0.0,3647279
2000-08-31,12.071517944335938,0.4,12.20947867569048,12.071517944335938,12.20947867569048,0.0,2110098
2000-09-01,12.140499114990234,0.0,12.209479485241255,12.071518744739212,12.140499114990233,0.0,2682723
2000-09-04,12.27845573425293,0.0,12.27845573425293,12.174985860364163,12.209476695454306,0.0,2151734
2000-09-05,12.243961334228516,0.0,12.278450839879797,12.174981007235646,12.243961334228516,0.0,989532
2000-09-06,12.347434043884277,0.0,12.381924873262394,12.24396418713115,12.278453700818655,0.0,1925425
2000-09-07,12.416415214538574,0.0,12.416415214538574,12.278454519211866,12.34743486687522,0.0,46971016
2000-09-08,12.519888877868652,0.0,12.588869246466965,12.347438614218419,12.381929456363125,0.0,3566750
2000-09-11,12.519888877868652,0.0,12.554379720013356,12.485399351415044,12.485399351415044,0.0,2016450
2000-09-12,12.519888877868652,0.0,12.519888877868652,12.381929456363125,12.416418982816731,0.0,2118700
2000-09-13,12.519888877868652,0.0,12.519888877868652,12.519888877868652,12.519888877868652,0.0,0
2000-09-14,12.5888671875,0.0,12.5888671875,12.485397309371054,12.519886830183742,0.0,3732299
2000-09-15,12.692337989807129,0.0,12.761318352146116,12.519887741805155,12.519887741805155,0.0,5217545
2000-09-18,12.5888671875,0.0,12.623356708312688,12.381927431242108,12.519886830183742,0.0,3592394
2000-09-19,12.726832389831543,0.0,12.76132192280583,12.450910863271853,12.554382093577411,0.0,3523464
2000-09-20,12.38192367553711,0.0,12.726824041811787,12.20947349239977,12.726824041811787,0.0,1857592
2000-09-21,12.140499114990234,0.0,12.381929753023243,12.106008272019158,12.381929753023243,0.0,1847700
2000-09-22,12.106002807617188,0.0,12.243963485846605,12.002532956790395,12.071513295905103,0.0,2804593
2000-09-25,12.002532958984375,0.0,12.174983148957399,12.002532958984375,12.14049363723901,0.0,1317081
2000-09-26,11.692119598388672,0.0,12.002529049827153,11.554158965067051,12.002529049827153,0.0,2248524
2000-09-27,11.657631874084473,0.0,11.795592543996426,11.657631874084473,11.692122699407689,0.0,2430478
2000-09-28,11.657631874084473,0.0,11.795592543996426,11.657631874084473,11.726612209040448,0.0,2077189
2000-09-29,12.071517944335938,0.0,12.071517944335938,11.692127906647512,11.692127906647512,0.0,1660133
2000-10-02,12.071517944335938,0.0,12.071517944335938,12.071517944335938,12.071517944335938,0.0,0
2000-10-03,12.071517944335938,0.0,12.071517944335938,11.968048053665553,12.071517944335938,0.0,1575918
2000-10-04,11.96804428100586,0.0,12.140494482992427,11.864574422952044,11.93355345119417,0.0,1975028
2000-10-05,11.864575386047363,0.0,12.071515118953123,11.795595036515198,12.071515118953123,0.0,1256432
2000-10-06,11.864575386047363,0.0,11.864575386047363,11.864575386047363,11.864575386047363,0.0,0
2000-10-09,11.830084800720215,0.0,11.968045502668337,11.726614932104503,11.795595283078564,0.0,1847500
2000-10-10,11.761103630065918,0.0,11.864574807161054,11.692124599590054,11.864574807161054,0.0,2491435
2000-10-11,11.830084800720215,0.0,11.864575634052626,11.726614932104503,11.864575634052626,0.0,1178874
2000-10-12,12.037030220031738,0.0,12.106009280336943,11.864579937886248,11.89906946803885,0.0,3662731
2000-10-13,12.106002807617188,0.0,12.14049363501981,11.968043445078308,12.071513295905103,0.0,2318451
2000-10-16,12.106002807617188,0.0,12.106002807617188,12.106002807617188,12.106002807617188,0.0,0
2000-10-17,12.38192367553711,0.0,12.623352879376995,12.312943339144077,12.51988303263269,0.0,3498621
2000-10-18,12.485400199890137,0.0,12.554380573176173,12.209480022437171,12.34743945331806,0.0,2095741
2000-10-19,12.347434043884277,0.0,12.623354100456153,12.209474673443646,12.519884243703025,0.0,3361433
2000-10-20,12.27845573425293,0.0,12.381926923832525,12.209476695454306,12.381926923832525,0.0,2521227
2000-10-23,12.037030220031738,0.0,12.278459562482434,12.002539374187895,12.278459562482434,0.0,2035063
2000-10-24,12.312947273254395,0.0,12.312947273254395,12.106006197955546,12.140497035017473,0.0,1583342
2000-10-25,12.243961334228516,0.0,12.312941661221386,12.209471828577232,12.312941661221386,0.0,833416
2000-10-26,12.416415214538574,0.0,12.416415214538574,12.174984655562184,12.174984655562184,0.0,1108000
2000-10-27,12.416415214538574,0.0,12.416415214538574,12.416415214538574,12.416415214538574,0.0,0
2000-10-30,12.450910568237305,0.0,12.554381796091027,12.381931503923246,12.554381796091027,0.0,1357400
2000-10-31,12.554375648498535,0.0,12.554375648498537,12.416414956044001,12.450904471312299,0.0,1550134
2000-11-01,12.485400199890137,0.0,12.692340004057062,12.416419826604098,12.623359630771024,0.0,2948400
2000-11-02,12.20947551727295,0.0,12.55437594074743,12.20947551727295,12.51988510898556,0.0,2135811
2000-11-03,12.20947551727295,0.0,12.38192572901019,12.17498468551108,12.20947551727295,0.0,1093694
2000-11-06,12.312947273254395,0.0,12.381927631687345,12.140497035017473,12.140497035017473,0.0,1489650
2000-11-07,12.312947273254395,0.0,12.347436794625418,12.312947273254395,12.312947273254395,0.0,1155040
2000-11-08,12.312947273254395,0.0,12.45090667442939,12.312947273254395,12.347436794625418,0.0,977000
2000-11-09,12.450910568237305,0.0,12.48540141608565,12.381931503923246,12.416421036080274,0.0,3354637
2000-11-10,12.519888877868652,0.0,12.519888877868652,12.416418982816731,12.416418982816731,0.0,1428300
2000-11-13,12.312947273254395,0.0,12.416417153058367,12.209477393450422,12.416417153058367,0.0,1120786
2000-11-14,12.416415214538574,0.0,12.450904730524902,12.278454519211866,12.34743486687522,0.0,1307150
2000-11-15,12.27845573425293,0.0,12.45090596263115,12.27845573425293,12.416416443231837,0.0,1205918
2000-11-16,12.347434043884277,0.0,12.450903900637403,12.312944530196772,12.312944530196772,0.0,721200
2000-11-17,12.347434043884277,0.0,12.381924873262394,12.312944530196772,12.347434043884277,0.0,712200
2000-11-20,12.416415214538574,0.0,12.519885078188256,12.34743486687522,12.34743486687522,0.0,1877882
2000-11-21,12.27845573425293,0.0,12.347436088742384,12.243966214853618,12.347436088742384,0.0,1414180
2000-11-22,12.416415214538574,0.0,12.519885078188256,12.243965003225538,12.312945350888892,0.0,1265456
2000-11-23,12.519888877868652,0.0,12.554379720013356,12.45090850927034,12.519888877868652,0.0,2810223
2000-11-24,12.5888671875,0.0,12.5888671875,12.485397309371054,12.554377666687312,0.0,1944290
2000-11-27,12.5888671875,0.0,12.65784754481626,12.5888671875,12.5888671875,0.0,1321001
2000-11-28,12.657843589782715,0.0,12.657843589782715,12.554373743983659,12.588863254019854,0.0,1242265
2000-11-29,12.554375648498535,0.0,12.554375648498537,12.450904471312299,12.519884817539566,0.0,1234101
2000-11-30,12.519888877868652,0.0,12.588869246466965,12.485399351415044,12.554379720013356,0.0,1979589
2000-12-01,12.624512672424316,0.4,12.694261625822367,12.554763719026266,12.554763719026266,0.0,2031333
2000-12-04,12.798879623413086,0.0,12.903502349364937,12.554759042625342,12.589632841159247,0.0,2112413
2000-12-05,12.903497695922852,0.0,12.938371481880075,12.763999891394633,12.833748793658742,0.0,3242236
2000-12-06,12.72913646697998,0.0,13.252251664253132,12.729136466979982,13.252251664253132,0.0,1865436
2000-12-07,12.798879623413086,0.0,12.903502349364937,12.798879623413086,12.833753421946989,0.0,1371390
2000-12-08,13.043000221252441,0.0,13.14762294734107,12.79887964014555,12.79887964014555,0.0,2513636
2000-12-11,13.077871322631836,0.0,13.182494027142917,13.008122409507827,13.112745114018908,0.0,1789773
2000-12-12,13.147624969482422,0.0,13.217373907719134,13.077876031245708,13.112749835188891,0.0,1552125
2000-12-13,13.32199764251709,0.0,13.356871449058712,13.112750812216033,13.112750812216033,0.0,3278805
2000-12-14,13.112743377685547,0.0,13.252241185461864,13.008120687028155,13.21736739869263,0.0,1160144
2000-12-15,12.764009475708008,0.0,13.043005294258442,12.659386708926924,13.043005294258442,0.0,2418399
2000-12-18,12.903497695922852,0.0,12.938371481880075,12.694252319480182,12.729126105437407,0.0,782883
2000-12-19,12.764009475708008,0.0,12.903507384983225,12.764009475708008,12.86863357283975,0.0,530301
2000-12-20,13.112743377685547,0.0,13.182492281573706,12.694252615055978,12.694252615055978,0.0,2790996
2000-12-21,13.356870651245117,0.0,13.42661959051266,13.077876224525317,13.077876224525317,0.0,3584467
2000-12-22,13.391739845275879,0.0,13.391739845275879,13.217368239636087,13.356864725938056,0.0,1550881
2000-12-25,13.391739845275879,0.0,13.391739845275879,13.391739845275879,13.391739845275879,0.0,0
2000-12-26,13.391739845275879,0.0,13.391739845275879,13.391739845275879,13.391739845275879,0.0,0
2000-12-27,13.252250671386719,0.0,13.391748579015257,13.077878952026367,13.391748579015257,0.0,513830
2000-12-28,13.391739845275879,0.0,13.426613634263926,13.252242028624135,13.287115817612184,0.0,1641284
2000-12-29,13.566120147705078,0.0,13.566120147705078,13.321999477241755,13.426622241625857,0.0,1588598
2001-01-01,13.566120147705078,0.0,13.566120147705078,13.566120147705078,13.566120147705078,0.0,0
2001-01-02,13.287118911743164,0.0,13.56611461001553,13.287118911743166,13.56611461001553,0.0,457902
2001-01-03,13.4614896774292,0.0,13.4614896774292,13.147621532929035,13.252244247762423,0.0,1274579
2001-01-04,13.043000221252441,0.0,13.566115182045719,12.938376164813674,13.566115182045719,0.0,4662600
2001-01-05,13.077871322631836,0.0,13.147620235755847,13.042997531244765,13.042997531244765,0.0,4957132
2001-01-08,13.077871322631836,0.0,13.147620235755847,13.042997531244765,13.077871322631836,0.0,2429400
2001-01-09,13.356870651245117,0.0,13.42661959051266,13.077876224525317,13.077876224525317,0.0,2665076
2001-01-10,13.252250671386719,0.0,13.391748579015257,13.147627905840636,13.252250671386719,0.0,1648456
2001-01-11,12.973251342773438,0.0,13.182496795741498,12.868628616289406,13.182496795741498,0.0,2832978
2001-01-12,12.868630409240723,0.0,13.077875891362389,12.833755275320225,13.077875891362389,0.0,1879740
2001-01-15,12.694255828857422,0.0,12.868627467548595,12.659380702909171,12.868627467548595,0.0,1908012
2001-01-16,12.659388542175293,0.0,12.90350925358353,12.659388542175293,12.694263689719813,0.0,2436211
2001-01-17,12.589639663696289,0.0,12.798886559344533,12.519892028831068,12.69426377669584,0.0,3223413
