,EW,UCB1,PSR,UCBPSR
0,0.007564583333333319,0.00465517878684496,0.014598822490966112,0.011449835754414828
1,0.005516666666666392,0.007369872204283645,4.102244826587054e-05,0.007369872204283645
2,0.0027041666666669517,0.012419804423672076,0.004592662661939029,-0.0026725358410613076
3,0.0025520833333334547,0.020158442196494875,-0.010465463463402047,0.020158442196494875
4,0.007781249999999851,0.005759127266026898,-0.00040716134619067645,0.005759127266026898
5,-0.0037812500000001803,0.0040642173200566845,0.015498097862861826,0.0040642173200566845
6,-0.008874999999999855,-0.018028251527505534,-0.011305940369125578,-0.018028251527505534
7,0.004833333333333467,-0.0015690406404265111,0.004298896079097503,0.005480471598029668
8,-0.006945833333333096,-0.004977374246418753,-0.0065504554032671525,-0.004977374246418753
9,-0.0008958333333332069,0.001993423379830883,0.0019150693587277612,0.001993423379830883
10,0.017470833333333546,0.01210607223078175,0.0013699936493931641,0.01210607223078175
11,0.0031687500000001645,-0.004509646183309957,0.018462661314728734,0.011232501251611904
12,0.0024416666666666753,0.0086918427641558,-0.017491869663015303,-0.008267687002465607
13,0.0057791666666664465,-0.001405425045025277,-0.006711388873177571,-0.0022357641515542426
14,0.004437500000000094,0.00933927990243344,0.011412399977311916,0.00933927990243344
15,-0.00971041666666661,-0.008970413806837718,0.0038591709415134456,-0.0013388845108861513
16,-0.007706250000000026,-0.01305071401727076,-0.006865973248082913,-0.004428523241655435
17,-0.0019375000000000364,0.006282638258134243,-0.007042977426138686,0.006282638258134243
18,-0.0076187499999998964,0.0010063520028533723,0.014870917133521067,0.0010063520028533723
19,-0.012641666666666551,-0.013529425494651082,0.005645113350253306,-0.013529425494651082
20,-0.01571666666666649,-0.013005086058823556,0.007660700232986484,-0.013005086058823556
21,-0.00747708333333319,0.0022719636346126837,-0.015578063554373522,0.0022719636346126837
22,-0.008133333333333326,0.0007765038194309515,0.011499695488375927,0.0007765038194309515
23,-0.007343749999999982,0.002338468349643019,0.0038419582396067575,0.002338468349643019
24,-0.006945833333332985,0.0021724180072091315,-0.009545418786281457,0.0021724180072091315
25,0.006247916666666242,0.007675691544366092,-0.0019822679857141035,0.007675691544366092
26,0.0012416666666668075,0.002396270778101117,0.0014809909440340885,0.002396270778101117
27,-0.012285416666666382,-0.008898250258668194,-0.001943778688759057,-0.008898250258668194
28,-0.010185416666666836,-0.009344245015177721,0.0016630475499888053,-0.009344245015177721
29,-0.012927083333333478,-0.010169076192932947,-0.006536162610079943,-0.010169076192932947
30,-0.0008499999999999064,-0.011628684159468161,-0.021729921241639638,-0.011628684159468161
31,-0.0015583333333332172,0.004419223461413768,0.0004245520281727089,0.004419223461413768
32,-0.00487083333333338,-0.006387657912179434,-0.013526261850991372,-0.006387657912179434
33,0.001543750000000399,0.003830915175230931,-0.011998742821288655,0.003830915175230931
34,0.00825000000000009,-0.00807033213738717,-0.031580546441385415,-0.00807033213738717
35,-0.013268750000000051,-0.010430856804374944,-0.0012995612037935977,-0.010430856804374944
36,-0.007264583333333019,-0.00044861959433628584,-0.01457203970719867,-0.005817549728759808
37,0.006658333333333433,0.022024289051703283,0.007644575516736918,0.022024289051703283
38,-0.002914583333333276,0.000140465953449187,0.009636550156197687,0.000140465953449187
39,-0.01801666666666646,-0.013060887575242708,-0.009402826182732249,-0.013060887575242708
40,-0.019787499999999958,-0.01661108486433882,-0.006011592724711079,-0.01661108486433882
41,-0.0005520833333331199,-0.013547649787180704,0.012528800165885201,-0.013547649787180704
42,0.01631666666666698,0.026155668647533048,-0.00830781164107719,0.026155668647533048
43,0.009752083333333106,0.005117451005773654,0.019963244732410956,0.005117451005773654
44,-0.011620833333333191,-0.013805156560167342,-0.009580875651437615,-0.013805156560167342
45,0.004831250000000065,0.010946775321270863,-0.024631111712040354,0.010946775321270863
46,0.023722916666667038,0.03124895282422191,-0.006350899736358273,0.03124895282422191
47,0.007674999999999654,0.013380689777552357,-0.011847749161543852,0.013380689777552357
48,-0.017739583333333253,-0.0011950652035082054,-0.022814277365776126,-0.0011950652035082054
49,0.006039583333332876,0.012559773951842601,0.017790232274136564,0.012559773951842601
50,0.00282708333333348,0.009545443798069098,0.0017285487901743668,0.009545443798069098
51,-0.005906249999999891,0.006191947495750805,-0.013882832562850611,0.006191947495750805
52,-0.0006645833333335238,0.014571861257622665,0.010586016295545342,0.0004272500578619276
53,-0.014129166666666637,-0.00400546690998449,-0.013966965310652002,-0.00400546690998449
54,-0.015143750000000011,-0.02201258975517506,0.02170174749271858,-0.02201258975517506
55,-0.0025374999999999703,-0.00020219586704828263,-0.013942645742259563,-0.00020219586704828263
56,-0.0011520833333332758,0.00384109989187964,0.009550681673860195,0.00384109989187964
57,-0.0064229166666666115,0.0005294478121504742,-0.005321606921241284,0.0005294478121504742
58,-0.01050833333333323,-0.02415446101601504,-0.041930610934227674,-0.02415446101601504
59,0.000191666666666368,0.020696882899087665,-0.05364224866695988,-0.012754567213140278
60,0.01808333333333345,0.0003456461468600569,-0.026591454415092697,0.0003456461468600569
61,0.025804166666667072,0.0172604709795654,0.020426226168798856,0.01695866794574763
62,-0.007372916666666396,-0.012009694668390414,-0.017796538968129605,-0.012009694668390414
63,-0.0017000000000000348,-0.005671123099701747,-0.00963448845406556,-0.005671123099701747
64,0.011752083333333552,0.009289062842156692,0.014278612215063102,0.009289062842156692
65,-0.0014333333333332865,-0.0076355132715206775,-0.0047889855303200335,-0.004226289020551777
66,0.005520833333333197,0.008641102202727957,0.0004371190397294278,0.002207574586450267
67,-0.010474999999999679,-0.0019256775274105742,-0.009615152663664528,-0.01285714408042149
68,-0.01699583333333321,0.0028851573275727738,0.02552229700955988,0.0028851573275727738
69,-0.012879166666666442,-0.007235727213518617,-0.0280014697603872,-0.020007724147016237
70,0.008358333333333023,0.010017266781928713,0.024077506151799266,0.015090702947482493
71,0.022110416666666577,0.02222719997810607,-0.014681789974394732,0.011930209609870124
72,0.012310416666666768,0.018384892148575416,0.001476060402815893,0.009176888856596843
73,-0.002958333333333507,0.010205806170289877,0.02317241309412621,0.0061638906105701
74,0.01148125000000011,0.011431544445042352,-0.0041131886940919404,-0.0011821625272763203
75,0.0030437500000000117,0.010195941210782156,-0.0017688362147585401,0.010195941210782156
76,-0.0023500000000001853,-0.012226005009450036,-0.011349279078973873,-0.0030575052021859506
77,0.013185416666666505,0.007929512473180633,-0.01978190203738961,0.0038155115410811735
78,0.0002291666666662806,0.019074385243487813,0.05508809330591391,0.019074385243487813
79,-0.0017479166666664048,-0.013996244379958944,0.019522448128645786,0.005714686683824688
80,0.002295833333333386,0.004061650983273601,0.040512192813121795,0.004061650983273601
81,-0.006306250000000069,-0.003937302484001148,-0.0023214625751284412,-0.003937302484001148
82,0.007089583333333316,0.028632033157976355,0.0499558260543691,0.028632033157976355
83,0.008927083333333252,0.01125662045531084,0.03517964884244584,0.01125662045531084
84,0.0005208333333335258,0.011092344261220966,0.01385000083362864,0.011092344261220966
85,0.005689583333333248,-0.0035378741114999723,-0.017630505045437506,-0.0035378741114999723
86,-0.009720833333332846,0.013267780617065794,0.056301328974123876,0.013267780617065794
87,-0.0010854166666668386,-0.007864660085600272,-0.013183270944128411,-0.007864660085600272
88,0.006879166666666547,0.007958902449472172,0.016796925339618074,0.007958902449472172
89,-0.01414375000000001,-0.007557358792683044,-0.021569317553577383,-0.02143810426093884
90,-0.00221041666666677,0.001758735551877777,-0.01408593777289513,-0.006186139653951206
91,-0.0026937499999998282,2.8360107080516173e-06,0.0004435433002671907,2.8360107080516173e-06
92,-0.009479166666666594,-0.006021232002876409,0.0047596812238071,0.002699213147323354
93,0.0039000000000000146,0.007660481753081649,0.01643914650470002,0.007660481753081649
94,0.01056250000000003,-0.008018667902761956,0.008201558249218976,0.01889460830675649
95,0.003968749999999854,-0.0013960372691578238,-0.007535309035588078,-0.0013960372691578238
96,-0.0018541666666666012,0.004115793557758929,0.01202690052470401,0.004115793557758929
97,-0.003222916666666631,-0.005076711965809055,-0.008589162405922668,-0.005076711965809055
98,0.006133333333333324,0.007238552421608535,-0.0074615312408083945,0.0013579220694981409
99,0.0142083333333336,-0.0007590534793431303,-0.011508735794281133,0.006360472468889045
100,0.001439583333333383,-0.004594657478499187,-0.02601202647013534,-0.009912071669684885
101,-0.001087500000000019,0.0019673312710826174,-0.05680049614574645,-0.0256144344565421
102,0.0036083333333336576,0.011860056480419434,-0.01880291518171373,0.011860056480419434
103,-0.005872916666666672,-0.01202483454065062,-0.020733874228841098,-0.01202483454065062
104,-0.010206249999999972,-0.0038937477065483783,0.008146588551782408,-0.0038937477065483783
105,-0.0018062500000001203,-0.03078632166506834,0.009781130597285026,-0.03078632166506834
106,0.0006583333333327612,0.01819127305860535,0.007995320736604583,0.007995320736604583
107,0.003258333333333807,-0.0009566867095339715,-0.0009229194931033025,-0.0009229194931033025
108,0.008216666666666983,0.0015199714853095792,0.009634609985190723,0.0015199714853095792
109,0.004856250000000006,0.0027417535394584913,0.0017493714442644581,0.0017493714442644581
110,0.0031375000000000153,0.003377980912339762,0.005833395454876378,0.005833395454876378
111,-0.0059312500000000545,-0.019089295880771795,0.0006257444478368068,0.0006257444478368068
112,-0.017337499999999673,-0.021047842055903154,-0.012558076092423875,-0.012558076092423875
113,-0.021860416666666715,-0.008882121521614716,-0.012907172657428578,-0.012907172657428578
114,0.0014333333333333975,-0.0006881021826022904,-0.00958507863580571,-0.00958507863580571
115,-0.010166666666666657,-0.0037110610776835973,0.009411528776104516,-0.0038178297607481815
116,-0.0015229166666669292,-0.008732320555696393,-0.017646417746252085,0.0014621468651720981
117,0.00024166666666669556,0.0008638576538175791,0.0033778321440487424,-3.46789291625349e-05
118,0.00963333333333316,0.00972944093513739,0.010841547833509768,0.00972944093513739
119,-0.0010812499999998115,0.0044859665546872485,0.0044859665546872485,0.0044859665546872485
120,-0.0010375000000002466,0.0006959342362087284,0.007385755946231365,0.007385755946231365
121,0.0002458333333332785,-0.0003690174627819509,0.015386719665503312,-0.0003690174627819509
122,0.010424999999999907,-0.016664084152750558,0.017897938874906316,-0.016664084152750558
123,0.005710416666666385,0.013928712680558064,0.008382783429882856,0.013928712680558064
124,0.004045833333333526,0.00999646201365012,0.009144186264823162,0.00999646201365012
125,-0.003697916666666745,0.001524746424487855,-0.0015561083071784498,-0.0015561083071784498
126,-0.007895833333333435,-0.0024330386289030947,-0.0024330386289030947,-0.0024330386289030947
127,0.006381250000000005,0.006940487125074668,-0.0002742994889760597,-0.0002742994889760597
128,0.00927083333333334,0.012715339359191002,0.004366903029539904,0.012715339359191002
129,0.009762500000000118,0.005584381413423767,0.00597870019217428,0.005584381413423767
130,-0.0024083333333332346,0.002312736151952599,0.013506747770283267,0.002312736151952599
131,-0.004560416666666511,-0.0012213756677962317,0.0013167536341986974,-0.0012213756677962317
132,0.010077083333333237,-0.016183540240706007,0.013597347644060953,-0.016183540240706007
133,0.008064583333333042,0.020223883968826906,0.014174473965108403,0.020223883968826906
134,0.016449999999999854,0.009231847196735643,0.009886386407580439,0.009231847196735643
135,0.01396666666666646,0.009250971636930672,0.0006937016530756956,0.009250971636930672
136,0.006691666666666984,0.009094384087953822,0.004932643024797789,0.009094384087953822
137,0.006910416666666919,0.006940011223345088,0.004269771928097077,0.006940011223345088
138,0.006737500000000063,0.004694065749162535,0.004482207639866731,0.01217812730888479
139,0.016756250000000028,0.012209379395938358,-0.00045432328335748284,-0.00045432328335748284
140,-0.006472916666666606,0.005526869686355296,0.005526869686355296,0.005526869686355296
141,0.019191666666666496,-0.002983109365332859,0.015275477214995448,0.015275477214995448
142,-0.0023333333333331874,-0.0038917748935577423,-0.0009527021252244694,0.005560852153242868
143,0.005972916666666661,0.0027873486938112535,0.0033278359019861536,0.0027873486938112535
144,0.01165000000000016,0.006618719264327222,0.006618719264327222,0.006618719264327222
145,0.005133333333333434,-0.003288561661228595,0.0024396374703457013,0.0024396374703457013
146,-0.0028687500000003086,0.010381579614641367,-0.0031390256740776445,0.010381579614641367
147,2.499999999971969e-05,-0.003948898560724778,0.003094255282047653,0.003094255282047653
148,0.012906250000000119,0.015876170796148337,0.010032819097313794,0.015876170796148337
149,0.0039520833333330785,-0.012929301240297564,0.012076566977972991,0.0027693829292678718
150,-0.003910416666666694,0.0035230573172975177,0.004420197478135046,0.0035230573172975177
151,-0.00539166666666635,0.00525564448256155,0.0027407971202244585,0.00525564448256155
152,0.017460416666666534,0.006555356744147645,0.01758775152516212,0.006555356744147645
153,0.008958333333332957,-0.0017373270922126371,0.012502444544522096,-0.0017373270922126371
154,0.002902083333333527,-0.0064558371077503285,0.00999987639487454,-0.0064558371077503285
155,0.005712500000000009,0.005876935017567364,0.005876935017567364,-0.001264456766591926
156,0.009502083333333466,0.021649797593080056,0.011173441558136155,0.021649797593080056
157,-0.012816666666666254,-0.00966701124332281,-0.00966701124332281,-0.00966701124332281
158,-0.006795833333333778,-1.1303383412819556e-05,-1.1303383412819556e-05,-1.1303383412819556e-05
159,0.006502083333333575,-0.014413017716431442,-0.0037074875235839633,-0.014413017716431442
160,0.00936041666666676,0.01144207090307603,0.01144207090307603,0.01144207090307603
161,0.007602083333333232,-0.001154403963741446,-0.001154403963741446,-0.001154403963741446
162,-0.001279166666666498,-0.005748626959536596,-0.005748626959536596,-0.005748626959536596
163,-0.002214583333333131,-0.0046637762985333175,-0.0046637762985333175,-0.0046637762985333175
164,-0.0024520833333330216,0.0008769996252997458,0.0008769996252997458,0.0008769996252997458
165,0.008725000000000094,0.008233070897491146,0.008233070897491146,0.008233070897491146
166,0.01564583333333336,0.012844455226209917,0.012844455226209917,0.012844455226209917
167,0.007908333333333628,0.015349304295432908,0.015349304295432908,0.015349304295432908
168,-0.002427083333333857,0.001981608696199899,0.001981608696199899,0.001981608696199899
169,0.005774999999999864,-0.009365213398218053,0.01411431145652653,-0.009365213398218053
170,0.00016458333333324582,-0.009544849845251946,0.0025412898393701866,-0.009544849845251946
171,-0.014908333333333523,-0.006426753892412096,-0.0039554616537644804,-0.008240299035502607
172,-0.008568749999999792,-0.004470109878269568,-0.012100917420447055,-0.017040820848719607
173,0.0025437499999998447,0.009032514986814011,0.008445632272137793,0.009032514986814011
174,0.00762083333333341,0.009639305000856968,-0.0064730118449483065,0.009639305000856968
175,-0.004641666666666544,-0.013032028362123915,-0.004999549548492466,-0.013032028362123915
176,-0.009793749999999934,-0.009806788951418288,-0.0003229899289447502,-0.009806788951418288
177,0.002139583333333528,0.003309771899597802,-0.001064421657016923,0.0005624184890002937
178,0.010270833333333229,0.004372054238194867,0.006362190684197966,0.02233897877168811
179,0.003250000000000197,0.009223801035620705,-0.006962312833281636,0.009223801035620705
180,0.0015083333333332227,0.03116003783563004,4.0406190182196156e-05,0.03116003783563004
181,0.006466666666666621,0.006892375573641418,0.010031750670585815,0.0028419377804196344
182,-0.009031250000000046,-0.009191836318463431,0.0013475347319720221,0.0013475347319720221
183,-0.011989583333333331,-0.006931781338274545,-0.004096067388973834,-0.006931781338274545
184,0.009162499999999962,0.0042197324754014165,-0.009266368737196329,0.0042197324754014165
185,0.0015020833333332373,-0.005731600376791213,0.0010827781695503802,-0.005731600376791213
186,-0.005227083333333327,0.002038297223386998,-0.0023809033159162274,0.002038297223386998
187,-0.0005479166666665369,-0.0016818993693031858,0.0025332389651584464,-0.0016818993693031858
188,0.00024166666666647352,-1.2370421985652413e-06,0.003892629477513898,-1.2370421985652413e-06
189,0.008222916666666524,-0.001905342525570175,0.018899515449144033,-0.001905342525570175
190,0.01072083333333329,0.011857845103239839,0.008821359443187182,0.011857845103239839
191,-0.005106249999999979,-0.003913972854026504,-0.008571830093312083,-0.003913972854026504
192,0.002039583333333095,-0.0006918238213894368,-0.002082215099268536,-0.0006918238213894368
193,-0.004893750000000252,0.0006296769035702976,-0.0032271726978303494,0.0006296769035702976
194,-0.004597916666666646,0.001248950913690372,-0.009377087451650334,0.001248950913690372
195,0.005508333333333448,0.0062066134599847445,0.0059632871708368285,0.0062066134599847445
196,-0.0032166666666672006,0.011194625527729984,-0.006410208910211601,0.011194625527729984
197,-0.0009812499999997115,0.007969916349604533,-0.0048552646005183275,0.007969916349604533
198,0.01036041666666665,0.014220101646028604,0.01115908011844513,0.014220101646028604
199,0.001431249999999995,0.005179222825050012,-0.0018303437257318755,0.005179222825050012
200,-0.0115729166666666,-0.01437167976429532,-0.014266144490623911,-0.01437167976429532
201,-0.010631250000000203,-0.013393665689135137,-0.0027356671807154953,-0.005427707828221884
202,-0.011902083333333535,-0.009312882637110165,-0.01088236640961704,-0.009312882637110165
203,-0.0026375000000005144,-0.010439866626438477,-0.007907966837750968,-0.010439866626438477
204,0.004972916666666549,0.006104763418884218,0.006535479607293837,0.006104763418884218
205,-0.005645833333333683,0.00010116535899418189,0.0059214466297237145,0.00010116535899418189
206,0.00394166666666651,0.006987056876330833,-0.00534733355860928,-0.0018829456141068457
207,0.008306249999999737,-0.001965354267749353,-0.005431891982913162,-0.001965354267749353
208,0.01519583333333352,0.013658122465469491,0.0006445963730243864,0.013658122465469491
209,0.003910416666666583,0.004333922281762881,0.01571011330286387,0.004333922281762881
210,-7.49999999998252e-05,-0.0030779200157911024,-0.00899738241226311,-0.0030779200157911024
211,-0.006764583333333185,7.193204415845145e-05,0.0001477294941985008,7.193204415845145e-05
212,-0.0002708333333329982,-0.004761871410325691,-0.0018371312637865955,-0.004761871410325691
213,-0.005477083333333521,-0.004259682311628654,-0.0112775537444747,-0.004259682311628654
214,0.0017749999999991939,0.0023814124638805723,0.011862590871146939,0.0023814124638805723
215,0.0016291666666667926,0.00030101228189804985,0.0020221657179311237,0.00030101228189804985
216,-0.0028520833333334217,0.007612113035140089,-0.006221463283141215,0.007612113035140089
